
0,45835,38079,Sun Dec 16 2018 02:09:39 GMT-0800 (Pacific Standard Time),Ratione eius nesciunt assumenda similique voluptatem. Fugit impedit atque quas ad exercitationem et sit. Sed reiciendis consequatur velit earum hic corrupti. Repellendus ab voluptatum dolor aut. Nisi odio quam qui.,0.5,0.2,0.9,0,0,0.9,0.6000000000000001
1,8137,63096,Sat Oct 13 2018 00:06:55 GMT-0700 (Pacific Daylight Time),Fugit nam eligendi omnis ipsa nihil maiores in placeat. Rerum officiis sit non. Qui quod quam.,0.6000000000000001,0.4,0.5,0.7000000000000001,0,0.2,0.9
2,72054,43402,Mon Aug 06 2018 07:09:21 GMT-0700 (Pacific Daylight Time),Rerum voluptatem fugiat ad rem. Dolor consequatur doloremque occaecati maxime maxime non accusantium voluptas assumenda. Sed alias qui sequi. Eaque reprehenderit vitae incidunt consequuntur aut et inventore. Voluptatibus totam et voluptatem ea magni repellat rem velit.,0.30000000000000004,0.9,0.2,0.6000000000000001,0.7000000000000001,0.5,0.7000000000000001
3,47426,96680,Sun Nov 25 2018 06:05:53 GMT-0800 (Pacific Standard Time),Mollitia exercitationem excepturi. Mollitia nisi omnis architecto optio sit laborum occaecati. Qui enim qui tempore ut est. Earum ea consequatur nihil quam omnis dolor dolores. Dolore exercitationem dolorem quos aut maxime.,0,0,0.6000000000000001,0.4,0.9,0,1
4,61750,29737,Mon Oct 08 2018 22:59:22 GMT-0700 (Pacific Daylight Time),Doloremque et voluptatibus deleniti distinctio. Rem sit quaerat ab eum sint ratione. Rerum aspernatur praesentium commodi fugit neque officiis.,0.5,0.9,0.2,0.9,1,0.4,0.30000000000000004
5,30836,20611,Sat Jun 15 2019 23:46:50 GMT-0700 (Pacific Daylight Time),Ea sunt voluptatem nam natus et omnis repudiandae omnis. Architecto qui beatae. Maiores sequi distinctio officia itaque aliquam deleniti officiis.,0.1,0.6000000000000001,0.4,0.7000000000000001,0,0.6000000000000001,0.8
6,52248,65334,Tue Feb 19 2019 03:43:29 GMT-0800 (Pacific Standard Time),Tenetur et sit. Reiciendis soluta expedita sint aliquam voluptatum autem repudiandae. Iure hic quis ut voluptatem hic quas soluta sed. Vel perspiciatis ad magnam provident. Est voluptatem ipsa odio sint.,0.8,0.1,0.1,0.1,0.5,0.30000000000000004,1
7,51945,38362,Sat Oct 06 2018 15:21:55 GMT-0700 (Pacific Daylight Time),Enim officiis omnis aliquid sed quia aspernatur. Et hic sequi. Debitis provident sed cumque qui. Quo temporibus repellat illum.,0,0,0.2,1,0.8,0.9,0.30000000000000004
8,21540,62443,Sun Feb 24 2019 07:19:42 GMT-0800 (Pacific Standard Time),Doloremque et debitis nihil vero. Id eum et sunt optio magni omnis nam et aut. Dolorem eos dignissimos voluptas. In dolor eum officiis est. Ipsa corporis molestiae ratione est consequatur. Maiores minima itaque eum magnam dolorem.,1,0.9,0.30000000000000004,0.5,0.4,0.4,0.4
9,17863,45417,Fri Oct 12 2018 16:40:42 GMT-0700 (Pacific Daylight Time),Magni quo vitae molestiae esse nostrum quo. Corporis sint quia architecto et. Cum enim voluptate culpa vitae maxime iusto quia. Atque officiis accusamus impedit eveniet possimus debitis sint culpa voluptatem.,1,0.9,0.4,1,0,0.9,0.4
10,69053,81166,Sat Dec 29 2018 05:42:58 GMT-0800 (Pacific Standard Time),Vel quaerat cum aut ipsam aut adipisci et sed. Ipsa reiciendis culpa totam. Eveniet quasi iure. Quasi omnis quia molestiae quia ullam. Voluptas sed amet.,0.8,0.4,0.6000000000000001,0.7000000000000001,0.8,0.30000000000000004,0.9
